,star,好,乐,哀,怒,惧,恶,惊,contents
2046,1,0,1,0,0,0,0,0,胡彦斌太好笑了吧
12264,0,5,1,0,0,0,2,0,十二楼的莫文蔚唱着努力爱一个人和幸福并无关连越是相爱的两个人越是容易让彼此疼疲惫了放手了不值得不要了李宗盛写给自己的歌想得不可得你耐人生何只见过合久的分了没见过分久的和王家卫也在重庆森林里讲人是会变的今天他喜欢凤梨罐头明天也会喜欢别的连保鲜纸也会过期啦不流动的河是很难听到回响的
10672,0,7,1,0,0,0,3,0,在这个诺大又嘈杂的世界里只是因为多看了一眼就彼此选择与原本毫无关系的独立个体拥有亲密关系是多么美妙与幸运的相遇珍惜每一刻的感受保持爱的勇气拥有分享的欲望与消化情绪的耐心学会接纳彼此缺点的可爱欣赏生活中的裂缝绝对占有又相对自由希望我们都能在亲密关系中感受爱的力量与面对世界的底气
5677,0,0,1,0,0,0,0,0,设计很棒也给了我很多启示
13288,0,1,1,0,0,0,0,0,由他人的婚姻和人际交往可以多学习思考下自己以及和情侣的相处方式
7213,0,5,1,0,0,0,2,0,复杂细腻波澜沉在心底眉眼间淌着动人羁绊十余年是契约精神还是想争个输赢爱过罢了今夕何夕遇此良人今夕何夕君已陌路
10397,1,5,1,0,0,0,3,0,大多数男人的核心需求：被崇拜被支持被认同而女人则需要安全感懂浪漫被宠爱章郭两人其实都没有得到对方的需求特别是章要沟通时不要开玩笑玩幽默有事就直说可能是无爱就无所谓所以也没啥好体面的里子都不要了憋屈真的对心脏不好佟在这场婚姻中底气十足的优缺点佟了如指掌不生孩子就是底线朱其实是收获挺大离开王两人重生吧最后一期的选择已无所谓了毕竟这是他们的经历我们只是看客
7001,0,8,1,0,0,2,2,1,看到现在真得加剧了我对婚姻的恐惧或者说是对自己处理不好问题的恐惧自己没有能力解决的问题婚姻同样解决不了自己变得更好更稳定更有温度更加有同理心才是重要的犹怜草木青自己学会和自己相处学会爱自己接纳自己才是重要的爱情是锦上添花而不是雪中送炭看累了后续没啥好奇的了问题就在那里可大家都是西西弗斯难而无力生活或许磨平了很多东西爱情显得弥足珍贵
9112,0,5,1,0,0,1,2,0,从排斥逃避拒绝沟通到理解释怀承认默契再到心动尝试勇敢面对自己心里的答案就好好的吧不管什么身份都是彼此的依靠他打开心门打破心墙她不畏惧地相信并拥抱爱章贺郭柯宇
13530,0,5,1,0,0,0,0,0,我的爱人性格和章老师有点像通过这个节目我学会了如何向他表达爱我也变得更加珍惜我的婚姻了感恩节目组感恩章鱼你们功德无量祝福祝福
5330,0,0,1,0,0,0,0,0,如果以后你还能想起来看过它就去看看第期吧
5655,0,5,1,0,0,0,1,0,沈老师说连爱情都没有了你别告诉我你们上升到了亲情爱情究竟该归何处是不是真的要两个人凭借对对方的责任心和不愿对安逸的破坏来莫名其妙的熬过一辈子这么想来离婚率高也是一种进步
8177,2,5,1,0,0,0,0,0,和老公一期不落追了两个多月的再见爱人今天完结了内心预定为今年最佳综艺风景如画的摄影涓涓如水的配乐金句百出的文案让人不禁开始思考怎样才能维护好一段良性的婚姻关系也许它不光需要爱还需要真诚包容妥协和忍让
977,0,1,1,0,0,0,1,0,要么改变要么包容情绪不能自控应该不算好的爱人爱而不得的时候再爱就是不礼貌
10153,0,5,1,0,0,0,1,0,第一次看婚姻纪实类节目里面嘉宾大多很真实尤其和老王观察天也看不出什么自己婚姻只有自己知道但还是能从里面很多细节汲取到养分两个人相处最重要的还是情绪和观念最欣赏佟晨洁的人间清醒和郭柯宇的美好希望天下女性无论是结婚还是单身都能自洽与幸福
12261,0,1,1,0,0,0,0,0,今年综艺的神对自己的婚姻启发良多值得反复观看
13087,0,8,1,0,0,0,2,0,这个节目选人真啊三对都好看没有哪一对是无趣的不想看的虽然老王他们经常让我窒息但是也真的很有代表性郭柯宇姐姐单做一个女生来讲我太喜欢她了她温柔有气质思想又丰富具备女神的所有条件一个内里丰盈的人真的会让人欲罢不能章贺始终放不下她太能理解了感觉她就是翻版王菲但就像她自己也说她不适合婚姻自由自在的做自己恋爱生活更适合郭姐姐佟姐姐也是有思想又可爱好看选人真的一绝
7325,2,0,1,0,0,0,0,0,很开心能有这样的综艺
1037,0,5,1,0,0,0,1,0,从片头开始好看虽然难以置信但我相信每个人都会从中获得成长和收获你我还是我们要求你还是倾听你即使到了嘉宾的年纪感情似乎仍然没能展开它的全貌我们追求的究竟是可以伪装的答案还是彼此不可言说的真心
7316,0,0,1,0,0,0,0,0,通过别人看自己
5127,0,1,1,0,0,0,2,0,没想到会深夜看一个综艺哭的这么惨主要原因是这几对夫妻虽然问题都很大但是也还是爱过且有感情吧人真的很复杂两性关系也很难看完倒是没恐婚虽然婚姻是一个需要考虑多方面综合因素的事情但是结婚却是一个非常感性且冲动的决定不管以后自己会遇到怎样的人会有怎样的婚姻家庭还是希望自己能多爱自己活的开心
5125,0,1,1,0,0,0,0,0,希望大家都能拥有属于自己的幸福
7024,0,5,1,0,1,1,4,0,结婚需谨慎选材好新颖一开始很不喜欢老王看着看着发现更令人窒息惯出来的性格吧大概是救命朱姓女嘉宾未免有些太作了老王家两口子都好吓人感觉完全做不到心平气和的互相交流想要孩子的想法真是无比可笑丝毫没有生活能力没有责任心酗酒还说什么生了孩子会改变真的鬼才信两个母亲的想法也很荒谬连戒酒都做不到还想生什么小孩在家里像个大宝贝一样被妈妈和老婆惯着成长老王也太恶心了只敢对老婆发脾气外人面前装老实
9188,0,4,1,0,0,0,0,0,婚姻本来就是两个人的事情你输了绝不可能我赢胡彦斌老能说了全程看下来嘉宾们的发言和分析还是蛮中肯的夫妻是没有血缘关系的家人这个世界上本来就没有两个人是绝对合适的重要的是双方都带着诚意去找对的方式相处最后黄执中说得对我们还是幸运的因为作为一个人无论遇到什么样的情况你最终还是有选择权的
7006,0,8,1,0,2,0,1,0,再见爱人里面三对爱人都展现了自己在感情中的问题老王给感情分配到的时间很少他的爱人从未感受过被爱最后在沉默中爆发却被认为是无理取闹耍小孩脾气不成熟章贺看起来像是跟对方重新认识的陌生人尽管他们已经结婚十年最后发现他自己还是一个痴情人设了就是控制不住自己贪玩的代表喝大酒不愿为爱人的安心而付出映照了一句话被偏爱的都有恃無恐爱人像保姆一样照顾了全部三个人都代表了一种类型都不同但是相同的是都不幸福反思反思反思反思自己对待感情
9121,0,5,1,0,0,0,1,0,家家有本难念的经婚姻和爱情不是一回事不管怎样希望能自由的生活自由的选择健康快乐希望自己能更温柔如水
5320,1,0,1,0,0,0,0,0,最后风中那一幕满足了值比偶像剧好看一百倍
6352,0,0,1,0,0,0,0,0,有了很多启发
13098,0,1,1,0,0,0,0,0,离开后一定要过的幸福过成自己想要的样子破防了
3397,1,4,1,0,0,0,1,0,喜欢郭柯宇的从容淡定喜欢老王的真实不做作谢谢湖南台的用心制作编曲都深得我心
12364,0,4,1,0,0,0,0,0,喜欢郭柯宇未来一定要幸福呀快拍戏吧一定会支持的
9150,0,4,1,0,0,0,0,0,基本不看综艺但是非常庆幸自己机缘巧合看了它学习到了很多希望我也有立刻走下车和主动伸出手的勇气
9498,7,7,1,0,0,0,1,0,和我一模一样聚会中是气氛担当交往中有些小幽默还能到对方的点相处特别默契但是巨爱喝酒和他所谓的兄弟一周至少喝天说实话这种人不适合结婚佟已经足够有耐性足够包容了这个节目看到现在女生都挺好的温柔坚强善解人意而男生都有点大男子主义相比较而言章贺在里面算高质量男性了老王真让人窒息
2051,0,4,1,0,0,0,0,0,佟姐人间清醒从未见过如此大智慧的女人很佩服郭姐很有才华包容温柔
12910,0,1,1,0,0,0,0,0,无论单身还是在相处或已婚的小伙伴都可以通过第三方视角审视瞎自己的相处之道推荐
6088,0,1,1,0,0,0,5,0,换主语把你要怎样换成我想怎样安全感不是别人给的是自己给自己的想要什么的时候要先给要把情绪需求说出来吵架后先解决情绪再面对问题先哄对方不要说我错了而是说不要生气了跟我讲句话想给你的未来加油打气也想跟你拥抱很久很久
9809,0,4,1,0,0,1,1,0,佟晨洁太太太好那会儿看到郭姐和章贺的片段正是崩坏不久后脑子里持续冒出幸好幸好的字幕时代背景下白头到老因稀有而令人羡慕经过深思熟虑的分开也不再可怕心沉静得像海不轻易澎湃直到对的人来
7029,0,0,1,0,0,0,1,0,窒息都是自我的人但男人们却没有一个懂得包容
80,27,5,1,0,0,0,4,0,不明白大家为什么指责小朱老王这种人谁能跟他处下去真佩服小朱还跟他生活了年换我分钟都待不下去已经不是讲道理的事情了就是喜欢把自己的想法强加给别人嘉宾指责的时候明明自己有问题还一直不承认哪来的脸说别人不优秀小朱的闺蜜真给力小朱你也要刚起来好喜欢佟姐清醒如果她不结婚的话完全是我想活成的样子郭和章觉得好拧巴不管是处理自己的感情还是点评别人的感情都不喜欢他俩的观点
6332,0,0,1,0,0,0,0,0,很成功的真人秀看后会让我反思很多问题也在各位嘉宾身上学会了很多东西有内涵有深度的一档节目
9556,0,5,1,0,0,0,0,0,好看啊次被感动落泪爱情太过美好爱情容易维持爱情很难一生能有彼此相爱懂得的人一直相扶相携是何其幸运
5121,0,1,1,0,0,0,0,0,看完之后觉得那对完全没有解决最终的问题佟晨洁万事清醒除了喝酒和孩子对这两件又如此执着虽然最后说自己要改但是这个难度他自己都不敢表态说戒酒只说做出改变郭柯宇那对呢只是在节目里给节目一个也不会复合的老王那对是真的来对了认清了彼此会有好的各自的未来
6309,0,0,1,0,0,0,3,0,对的时间错的人错的时间对的人该咋办呢不强求不计较不钻牛角尖保护好现在的幸福提供情绪价值剩下交给命运
7066,0,0,1,0,0,0,1,0,前期的矛盾点太多了突然最后两期咋就好了节目的初衷是为了不让现代年轻人恐婚然后前期为了节目效果一直在剪辑一些矛盾点没有一点甜蜜后期硬生生的转折为了过审吧
4450,1,8,1,0,0,0,4,0,亲密关系之间的沟通实在太重要了冷漠和自以为是真的也是一种暴力感性之下很希望郭那对复合但理性之下发现他俩确实不太合适的内心深处的需求无法被对方满足他们离开也是深思熟虑的是适合他们的选择老王这对哎我感觉节目组有渲染吧前后变化太大了老王着实让我想起曾经的他不给伴侣一丝认可也是一种暴力
10980,0,5,1,0,0,0,2,0,很久没有一期不落的追综艺了一开始以为洒狗血没想到啪啪打脸芒果综艺真的用心很多人不理解郭柯但我真的好爱郭老师呀要一直一直幸福不要高估对一段没有爱情婚姻的容忍度爱和分别并不是相悖的把你得变换主语我要在爱情里的将就就是对对方的不负责
11848,0,0,1,0,0,0,0,0,愿每个人都幸福
2138,1,0,1,0,0,0,0,0,觉得挺适合想结婚的情侣看的能思考不少问题
650,0,0,1,0,0,0,0,0,还蛮有意思的主要是三对夫妻很有意思而且非常愿意表现自己
697,0,0,1,0,0,0,1,0,看完过了些时日还是能感受到观看时候的情绪特别好的呈现了婚姻的状态和样子很有启发
167,18,0,1,0,0,0,0,0,世界上没有相同的感同身受
12011,1,0,1,0,0,0,0,1,又好气又好笑老王果然是一枚神奇的魔方
5181,0,2,1,0,0,0,0,0,婚姻是勇敢者的游戏国产综艺竟然能做到这个水准惊到点名表扬配乐
5238,0,2,1,0,0,0,0,0,当我们在谈论爱情时我们在讨论什么那谈论婚姻时呢终于看到了结局只想说婚姻是勇敢者和聪明者的游戏
6856,0,1,1,0,0,0,0,0,两个人相处真的很不容易每对都有不同的问题看到他们的问题也给我很多启发珍惜自己的感情吧
5307,0,2,1,0,0,0,2,0,这次节目给我最大的感觉像和一个人在谈恋爱像跟一个恋人在相处的过程中你曾经很喜欢她然后你曾经想把所有的爱给她然后你又很感谢她你很埋怨她很讨厌她对你特别想离开她但是后来你会觉得自己很幸运因为这是你最爱的人因为我们又爱了一次
11627,0,2,1,0,0,0,1,0,诚实勇敢地面对自己面对爱人眼里的自己以及平静地交流沟通每个人都会遇到不同的爱即使分开也不要轻易评价爱定义爱
67,42,0,1,0,0,0,0,0,光有契约精神有什么用每个条款都没有做好
7476,1,2,1,0,0,0,0,0,不论单身还是热恋还是已婚的朋友都可以看看提前学习一下婚姻中的夫妻相处之道
13361,0,1,1,0,0,0,0,0,可以学习到很多恋人之间的相处之道像一面镜子通过节目审视自己
5225,0,2,1,0,0,0,0,0,章鱼组的的确浪漫满足了观众的观赏期待节目组给嘉宾的信必须点赞
12036,0,0,1,0,0,0,0,0,一部很难假起来的综艺看得我时而姨妈笑时而血压一百八强烈推荐
6765,0,2,1,0,0,0,0,0,芒果近几年做的最好的综艺了挺有深度挺有内核的景色拍的超美主题曲也很好听今天结局还算圆满感动
11827,0,0,1,0,0,0,1,0,过往的经历好的与不好的我们都可以从中成长在获得力量后重新上路
627,9,0,1,0,0,0,2,0,一个明知道你在意什么你要什么但却不愿意给你你所要的还时刻不忘打压你贬低你的丈夫真的令人窒息
7018,2,1,1,0,0,0,0,0,太好看了追的停不下来已经看完了追完了也就那么回事由此可以看出平时我还是不要太急啦慢慢来还是挺真实的成年人的世界没有那么多改变不合适只有散了没有谁会永远包容你
6248,0,2,1,0,0,0,0,0,太好哭了两个姐姐如此坚强平静情绪稳定学习
10646,0,0,1,0,0,0,0,0,最近通过综艺或者生活观察到了一些不同的亲密关系相处方式第三视角去看事情真的挺有意思
807,0,2,1,0,0,0,1,0,开始总是分分钟都妙不可言直到激情退却后的那一点点倦需要无数冲动和无数乐观的瞬间才能步入婚姻
709,1,1,1,0,0,0,0,0,看完几集释怀了很多没那么恨前任了保留一些美好放过自己
366,1,0,1,0,0,0,1,1,第九期末就开始的奇怪走向越往后越觉得看着有点别扭问朱王没防住哎更多的是通过节目看到自己吧感情的事情本来就没什么结局不结局的
311,4,1,1,0,0,0,0,0,七夕第二天看真的非常好建议每对新人步入婚姻前都看看思考清楚了再决定是否结婚
6493,0,2,1,0,0,0,0,0,真切地热爱过在静默中和解与告别开启下一段或许可以彼此祝福的第二人生
711,1,1,1,0,0,0,1,0,赶在大结局之前评论一哈剪辑之下谁能看得清呢不过整体逻辑还是自洽的而且孙怡郭采洁和胡彦斌很拉好感结局看完我喜欢郭章的结局很偶像剧真人秀就是秀给我们看个开心嘛
668,0,0,1,0,0,0,0,0,热议综艺我看一个热闹
394,0,0,1,0,0,0,1,1,佟姐是我一辈子都修炼不到的高度简直都圣光照耀了结局爆哭真是意想不到大意了
6459,1,2,1,0,0,0,2,0,一直无感胡彦斌这里面还蛮惊喜我可太理解朱雅琼了虽然我也经常讨厌她但是我跟你抱怨领导你站领导教育我世界都该被你这个大明白统治朱雅琼好他妈烦啊老王也好他妈烦啊我就是另一个巨婴怪不得人家烦我
527,0,1,1,0,0,0,0,0,一直没哭被节目组的信弄哭了观察团和节目组也要最最幸福喜欢你们
377,1,0,1,0,0,0,0,0,如果十几天的旅程能解决婚姻里所有的问题就好了如果十几天的旅程能真的改变一个人的生活方式行为逻辑就好了但是真的可能吗后半感觉剧本的痕迹有点重当下饭综艺看还可以
6391,0,2,1,0,0,0,0,0,多数人把爱和发情关联了起来但爱是珍惜是最可贵的东西拥有它的人别因为以为没有而走散了
6668,0,2,1,0,0,0,0,0,很欣赏三位女孩希望她们幸福
11034,1,1,1,0,0,0,1,0,刚开始看的时候真的还是很感动的觉得真的有这样的综艺了也让我们有这样问题困扰的人看看怎么样解决可是越往后看就觉得不太真实起码有很多都有演的成分果然综艺只是综艺
9775,0,1,1,0,0,0,0,0,真真假假假假真真希望郭姐事业有成身体健康如果郭姐是演的她还能拿影后如果郭姐是真情流露祝她今后生活幸福
6656,2,2,1,0,0,0,1,0,最难得的是在吵架中愿意主动哄对方的人无论男女都千金难换
6869,0,1,1,0,0,0,0,0,最后郭柯宇下车哭的时候全程跟着她一起哭谢谢你是美学里最催泪的一句话我也要释怀这句谢谢你过成你喜欢的样子
829,1,2,1,0,0,0,0,0,每一集都有泪点郭柯真的温柔所以可以写出这样的片尾曲是清明的星辰大海和温暖的枕边日常
484,0,0,1,0,0,0,0,0,还算挺好看的有远见的人应该早就看出来了上湖南台的新综艺极有可能枯木逢春再度翻红
10601,0,0,1,0,0,0,0,0,年度神宗为了节目开了会员每个星期都在等待星期三跟着节目哭哭笑笑在他们每个人身上都看到了亲密关系相处的特点会去反思自己最后昨天被那个风衣抱冲击到了感动大家都要幸福
524,10,0,1,0,0,0,0,0,今年看的最惊喜的综艺节目了就是一部婚姻预习课
6529,0,2,1,0,0,0,1,0,前面两集还不错冲突多挺启发人思考的后面的素材略琐碎节奏慢
6560,0,2,1,0,0,0,1,0,庆幸的是在短短的十八天不是一场感情的凌迟处刑而是更为清楚的认识对方认识自己希望有情人终成眷属哇希望大家枕边人是心上人找到自己所爱的人勇敢的走下去
9437,0,1,1,0,0,0,0,0,很久没有因为一档节目哭得撕心裂肺每一段感情都在温情和残忍里游走因为现实所以更加直击灵魂通过这个节目也给了自己很多对亲密关系的思考
9419,3,1,1,0,0,0,1,0,在干净的院子里读你的诗歌这人间情事恍惚如突然飞过的麻雀儿我对这个综艺的印象诗
7535,0,2,1,0,0,0,0,0,良心综艺一路追过来成年人的婚姻多少有点残缺和凄美但是和解是最好的祝福不枉此行
600,0,0,1,0,0,0,6,0,一和妈妈吵架就打开看一起看借题发挥缓和矛盾逃避迁就软弱疲倦亲密关系的另一种
796,0,2,1,0,0,0,1,0,一集不落追完感慨颇多亲密关系如何其实还是与自我有关位嘉宾身上都有这样那样的问题需要解决成为完整的个体或许并不是好的亲密关系的必要条件但自我过大一定很难容下另一个人就挺累的看着活着好难另外太爱佟晨洁了明白人
10626,1,2,1,0,0,0,0,1,爱是勇敢者的游戏它宽容千奇百怪的命运
12133,1,0,1,0,0,0,0,0,佟晨洁真的满足了我对另一半的所有幻想真的
10352,0,0,1,0,0,0,0,0,想有个为爱愿意争取的伴侣
1287,0,2,1,0,0,0,1,0,芒果等看完整季就发现个人里没有值得讨厌的但会更爱佟晨洁和章贺为郭柯宇和章贺开心这两个铁齿的人终于在最后一集勇敢拥抱答案胡彦斌好棒湖南卫视好棒
10325,0,1,1,0,0,0,0,0,新疆风景美很平淡的亲密关系综艺不错
10320,0,1,1,0,0,0,0,0,喜欢佟晨洁：多年来没因为歌倒是等到中年了因为这个节目粉上了胡彦斌哈哈
10277,0,0,1,0,0,0,0,0,针不戳一单身娃看的很起劲的好综艺
6940,0,2,1,0,0,0,0,0,有时候真的很愿意相信一些真诚
4747,0,2,1,0,0,0,0,0,决定对他更耐心一些如果他还是每天都来问我爱不爱他我就每天都认真地回答是的你放心我爱你
12339,0,0,1,0,0,0,0,0,还没看完观察室的几位嘉宾都很有火花嘉宾的情况也挺典型的日常恐婚厌婚
4737,0,2,1,0,0,0,1,0,又哭又笑因为自己在分手的状态里不敢看最后几期终于看完这个年年度最佳综艺千言万语无法表达祝福自己能获得爱与被爱吧感恩节目有机会会再看一遍
10317,0,1,1,0,0,0,0,0,上帝视角看一切似乎都不至于经历者就是撕扯释怀找答案又不相信种种煎熬吧
2556,0,0,1,0,0,0,0,0,外表：想去新疆平静内心：章贺这个假鼻男他不配怒
4724,0,2,1,0,0,0,0,0,这是一片由真诚与善良交织的海洋为此我感到特别幸运
503,0,1,1,0,0,0,0,0,加长版欢乐时光其实对婚姻这座围城做再多注解也永远没有标准答案但无论结果好与坏经历过总是好事情吧我想
6433,0,2,1,0,0,0,0,0,亲密关系真的是每个人终身的课题在你成长和改变的过程中在你发现自我和敢于直面内心的时候问题的答案自然就清晰明了了这也是这个节目真正的价值吧
2079,1,0,1,0,0,0,0,0,直接看出男人的情爱观
11424,0,2,1,0,0,0,1,0,节目中的三对伴侣都是相处了十几年的人在习以为常的生活中很难打破既有立场换角度的审视所处的亲密关系这个节目录制结束之后六个人都有收获有成长而作为观众的我们要是能够和自己喜欢的人一边观看一边讨论反思相处模式也是很幸运的不做价值判断谢谢勇敢的六位在摄像机前袒露自己的心声
5889,0,2,1,0,0,0,0,0,看综艺竟然哭成傻我愿意相信他们在那一刻的真诚
8167,0,2,1,0,0,0,0,0,感觉还是挺真实的人都不完美但感情就能包容很多
10283,0,1,1,0,0,0,2,1,长大之后才知道原来爱情他并不是一个可以简单获得并且只是靠努力就能去维护的往往复杂的充满裂缝却又要修补不知道自己会不会有这样的爱
6935,0,2,1,0,0,0,0,0,的运气遇到了几位摩擦得出故事性的嘉宾构建内容深挖人物关系编导组和加成的制作今年最爱的一部综艺追完全部来的更新评论这是一部非常完美的综艺在我心中封神
6001,0,2,1,0,0,0,0,0,拥抱幸福有时候更需要勇气
619,2,0,1,0,0,0,1,0,章贺配佟晨洁老王配郭柯宇配朱雅琼万事大吉看的有点生气老王你是王健林吗一分钟几百万的那种动不动说什么浪费时间说什么没有意义不知道朱雅婷看上他什么我觉得我也无法想象求婚一个不爱的女人你章贺当时到底在想啥既害自己也害别人总而言之这三对我看来看去有问题的都是男人起码占主要责任只看了两期
13366,0,1,1,0,0,0,0,0,今年看过的最好看的综艺了郭柯一定要幸福呀
5741,0,2,1,0,0,0,0,0,节目组非常用心嘉宾都很真实很走心超好哭的充分验证了婚姻是一场修行只要有爱任何事情都能解决黄执中很适合这个节目好多金句
7091,0,1,1,0,0,0,0,0,上头就是除了正片没啥物料了学学披荆斩棘的哥哥吧哈哈哈哈哈
7542,0,2,1,0,0,0,1,0,爱情和婚姻自己都说不清道不明更别提旁人很气为什么要一次次原谅但是爱的人谁又不是在无数轮回里挣扎呢
12077,0,0,1,0,0,0,0,0,有些意难平当然各自幸福就好
2078,0,0,1,0,0,0,0,0,出乎意料的成功很好看
10691,0,1,1,0,0,0,0,0,认真生活且得到的面包切开内陷流淌出的是浪漫甜蜜
10244,1,0,1,0,0,0,0,0,比什么剧都好看当然除了娱乐真的能汲取到很多相处之道
6933,2,2,1,0,1,0,1,0,整个节目里章都在呈现或者说演绎一种感觉：你看我做了这些又付出了那些我多好多优秀多努力多无私多替这个家着想啊你还不知道满足也就是他每次都把自己的好话说尽了你要是杠就是你的不对了和相处久了会很憋屈很愤怒
6000,0,2,1,0,0,0,0,0,让不懂爱情的我有了一些释然也有了一些坚定可能还加上了一些道理
982,0,2,1,0,0,0,0,0,输出够坦诚展现给观众好的观感体验有许多欢笑和感动之处引发共鸣和议论题材新颖拍成了一部好的综艺
6908,2,2,1,0,0,0,0,0,看过后发现像老王那样正经的人生活一定不会快乐
10257,0,0,1,0,0,0,0,0,比想象中好但又没达到惊喜的程度
2534,0,0,1,0,0,0,0,0,我感觉自己应该少看这种婚姻类的节目了感觉自己懂了很多但是可能终究只是理论派毕竟很难遇到一个恰好的另一片拼图
11037,0,2,1,0,0,0,0,0,婚姻不仅仅是爱情更多的是柴米油盐更多的是两人之间的交流理解包容
6151,3,2,1,0,0,0,0,0,没打开之前没想到这么会好笑好哭恋爱小白来学习经营关系
6098,0,2,1,0,0,0,2,0,这个综艺真的很好看虽然也会很气郭柯宇有时候乱开玩笑死鸭子嘴硬也很气佟晨洁一味付出姿态太低但是这才是最真实的感情啊人一旦爱上一个人就会无底线地包容这个人虽然最后一集满满剧本味但还是五星力荐
11602,1,1,0,0,0,0,0,0,可以年度最佳了
5375,3,1,0,0,0,0,0,0,今年看到最好的综艺
5374,1,1,0,0,0,0,0,0,学习与亲密关系中的人相处
626,0,0,0,0,0,0,0,1,原来人即使到中年仍然没什么区别
618,0,0,0,0,0,0,0,0,呜呜呜好好哭每一种亲密关系都各有各的问题好难
613,2,0,0,0,0,0,0,0,嘉宾请的太好了老同学制作加一星
608,0,0,0,0,0,0,0,0,一点点
607,1,0,0,0,0,0,0,0,老王的最后一天拿着一瓶啤酒在阳台打坐到天亮老王这样的男的真的不多
603,3,0,0,0,0,0,0,0,姐姐不爱的话怎么会看着他的眼睛就哭呢
599,3,0,0,0,0,0,0,0,男人就是这样不想分开但也不改
595,0,0,0,0,0,0,0,0,亲密关系太难光看他们都觉得累何况这几对互相之间都算好的算和气分手的
590,0,0,0,0,0,0,0,0,
586,7,0,0,0,0,0,0,0,亲密关系的思考比电视剧好看太多
585,1,0,0,0,0,0,0,0,离得好啊
580,0,0,0,0,0,0,1,0,如果婚姻有颜色不是彩色就是无色
128,5,0,0,0,0,0,0,0,仅次于花少的神作综艺天花板
131,3,0,0,0,0,0,0,0,个性关系和过去都被带进这样的节目中因此它呈现出了相对本真的生活人与人只有合不合适没有好不好
192,1,0,0,0,0,0,0,0,还有番外
132,2,0,0,0,1,0,0,0,越不出名的人艺人脾气就越大也越能作妖
120,7,0,0,0,0,0,2,0,回避问题令人窒息复旦那位老师真是一言难尽她和倪萍无形中扮演了热赞说的社区大妈的角色
190,0,0,0,0,0,0,0,0,这种婚恋综艺吃瓜嘉宾的点评最好看再次感叹在大多数的婚姻中男女付出的心力是多么不对等
189,0,0,0,0,0,0,0,0,想去新疆
180,0,0,0,0,0,0,0,0,看到了很多自己或过去或现在的影子感动很多也学到很多
621,0,0,0,0,0,0,0,0,没看完只觉得好的婚姻好难经营
357,8,0,0,0,0,0,0,0,
175,10,0,0,0,0,0,1,0,人的复杂性决定了人与人之间的复杂性相遇不易说再见也很难
350,1,0,0,0,0,0,0,0,我不知道为什么人和人要在一起
94,10,0,0,0,0,0,0,0,个人的年度综艺
105,14,0,0,0,0,0,0,0,蛮好的婚姻教育片
331,1,0,0,0,0,0,0,0,两性关系里人的多面性
322,1,0,0,0,0,0,2,0,生命是什么是当你想说我爱你的时候请对视着那个人的眼睛说出我爱你不要迟疑不要犹豫
316,2,0,0,0,0,0,0,0,在別人的關係裡看見自己學習相處
305,0,0,0,0,0,0,1,0,终于看了这两三天很恍惚
304,5,0,0,0,0,0,0,0,我能删掉之前的评论记录吗
303,0,0,0,0,0,0,0,0,国产观察类真人秀巅峰探讨真问题的真人秀才是好的真人秀
301,5,0,0,0,0,0,0,0,一季封神系列
295,6,0,0,0,0,0,1,0,让软弱的我们懂得残忍狠狠面对人生每次寒冷
284,0,0,0,0,0,0,0,0,假的但是我们磕的好真唉
281,3,0,0,0,0,0,0,0,看到有個男的說謝謝你給我生了一個兒子當著他老婆的面明白為什麼要離婚了
193,0,0,0,0,0,0,0,0,要一直一直在一起走下去
112,12,0,0,0,0,0,0,0,有共鸣爱又怎么样不爱又怎么样生活还是生活呀
3,2104,0,0,0,0,0,0,0,看了两集就能猜到中国男女婚姻的现状：中国女人已经走进新时代中国男性还活在对旧式婚姻的古老期待里
109,3,0,0,0,0,0,0,0,大胸肌就那么好吗完全不同频还能十年婚姻妈呀下一季要是请华东敏姐我马上充会员
117,6,0,0,0,0,0,0,0,因吹斯汀很有启发性的一个真人秀看见别人问题的同时也会给你一个机会审视自己去思考感情应该是什么样子
130,6,0,0,0,0,0,0,0,有生以来让我哭的最多的综艺
127,3,0,0,0,0,0,1,0,不要以为那些不费心力不要以为那些微不足道
178,14,0,0,0,0,0,0,0,芒果今年的綜藝都開掛了
172,4,0,0,0,0,0,0,0,人的一生都在不断地认识自己
345,0,0,0,0,0,0,2,0,人啊多么的矛盾人啊脆弱得不堪一击人啊是个复杂的动物人与人相处是个一生的课题
1155,0,0,0,0,0,0,0,0,良心综艺
1145,0,0,0,0,0,0,0,0,前面还可以后面有点看不下去了
1063,0,0,0,0,0,0,0,0,亲密关系
1305,2,0,0,0,0,0,0,0,心理学教科书
1300,0,0,0,0,0,0,1,0,前面看老王和觉得吐不完的槽后面觉得章贺真配不上郭柯宇哈哈哈哈
1293,0,0,0,0,0,0,0,0,整体前期剪辑矛盾冲突明显特指老王实际上婚姻中很多问题的确是一个巴掌拍不响后期剧本痕迹明显新疆真的美想去
1291,7,0,0,0,0,0,0,0,我觉得不光是处在婚姻关系中的人还有预备结婚的男女都应该看一看这个节目
1289,0,0,0,0,0,0,0,0,毫无保留分
1186,0,0,0,0,0,0,0,0,三星半
1025,0,0,0,0,0,0,0,0,太動情
1103,0,0,0,0,0,0,0,0,
1098,0,0,0,0,0,0,0,0,看了这个综艺我感叹这个地方还是有一点正常人的
1095,0,0,0,0,0,0,0,0,看过一些可能因为没有经历过所以没有什么共鸣
